Time,rwl_wheel_direction,rwl_wheel_speed,rwl_est_frict_torque,rwl_frict_coeff,rwl_meas_ang_mom
5904005,0,0.475271792830737,0.55982412211787,0.0297659790935826,0.475257441148153
5907605,0,0.474347274672406,0.559162446559313,0.029785515423643,0.474334866699029
5911205,0,0.473416151317828,0.558428206853428,0.0298053911728305,0.473406065026216
5914805,0,0.472483841530521,0.557622615598874,0.0298203979729181,0.472475740785721
5918405,0,0.471552202935673,0.556821382220911,0.0298367901750841,0.471544307593878
5922005,0,0.470627626812812,0.555990811433982,0.0298513988809968,0.470616401630214
5925605,0,0.469708486934836,0.55527473506713,0.0298709886846137,0.469693773870541
5929205,0,0.468789551772859,0.554484874475708,0.0298870409285492,0.468775257457224
5932805,0,0.467869176238307,0.553771018713536,0.0299072556614606,0.467855462050288
5936405,0,0.46694741829571,0.553005410629479,0.0299244533172672,0.466936519152573
5940005,0,0.466024621131888,0.552313184529113,0.0299458611072845,0.46601442128138
5943605,0,0.465099587273252,0.551658062345159,0.0299701610187666,0.465085758859399
5947205,0,0.464173806316222,0.551043020553268,0.0299964397573585,0.464160228432211
5950805,0,0.463239891923502,0.550348969144701,0.0300195247975185,0.463225499637337
5954405,0,0.462281410230656,0.549578066758745,0.0300395281477832,0.462266375291533
5958005,0,0.46136468278123,0.548827640196224,0.0300581399665341,0.461352999210095
5961605,0,0.460719181030216,0.548358031718299,0.0300745153452151,0.460709085897674
5965205,0,0.460584344491685,0.548480382388805,0.0300894091156316,0.460576112842157
5968805,0,0.46131789988478,0.5493555762722,0.0300897116535937,0.461311471211053
5972405,0,0.462700593613118,0.550796317623191,0.030078335183208,0.462690777360398
5976005,0,0.463402654024634,0.551627566290163,0.0300783485452162,0.463393276669032
5979605,0,0.463567974385714,0.551719528810928,0.0300728517607602,0.463560901581832
5983205,0,0.462933541099787,0.551163317818821,0.0300837891083161,0.462925482110609
5986805,0,0.461597037281553,0.549859630564807,0.0300995053648561,0.461588513729172
5990405,0,0.458953487127417,0.547292048523433,0.0301317534036695,0.458944977307243
5994005,0,0.456985333240786,0.545320025499373,0.0301526669766263,0.456977772526817
5997605,0,0.455227343560132,0.543352793575477,0.0301595870534316,0.45522103825604
6001205,0,0.453792959271772,0.541766736431094,0.0301662477786947,0.453786829134146
6004805,0,0.452537825233222,0.540278103843287,0.0301662342514464,0.452531417161795
6008405,0,0.45128911099643,0.538915707583538,0.0301737290280405,0.451281790303231
6012005,0,0.450050936643413,0.537689256988072,0.0301888669598894,0.450043925774047
6015605,0,0.448848221861838,0.536549212326918,0.0302056755167185,0.448840191026418
6019205,0,0.447700044802814,0.535570732281184,0.0302275641350838,0.447692286671072
6022805,0,0.446628763213773,0.534801767916345,0.0302570748764047,0.446621056673355
6026405,0,0.445652765191888,0.534036117631718,0.0302794075871315,0.445640953247537
6030005,0,0.444824444232121,0.533432088586061,0.030301656565379,0.444812041298011
6033605,0,0.444246159714659,0.53304023225466,0.0303184500023913,0.444233601612905
6037205,0,0.443960857836084,0.53315507923646,0.0303445784925162,0.443946056916504
6040805,0,0.443707024257003,0.53371218979515,0.030393482255975,0.443698078758575
6044405,0,0.443321430859861,0.5347244762368,0.0304779582767331,0.443311355299406
6048005,0,0.442505993667062,0.535478075854843,0.0305779535689981,0.442495957114646
6051605,0,0.441833600974311,0.536042937963815,0.0306573683574101,0.441824929413262
6055205,0,0.441945665733049,0.536768168115081,0.0306915861905219,0.44193575653113
6058805,0,0.443000199713133,0.537855354158393,0.0306810710766002,0.442989566387597
6062405,0,0.44663153769062,0.54089846931722,0.0306038521250227,0.44662248916459
6066005,0,0.447925075070692,0.541616987441108,0.0305540980591248,0.447914778250097
6069605,0,0.448666275341295,0.541781571801119,0.0305125492470094,0.448657166258371
6073205,0,0.44866832434144,0.541196517520646,0.0304787411990688,0.448661388821563
6076805,0,0.448331401828308,0.540347234787275,0.030453467458813,0.44832567942226
6080405,0,0.44805814093083,0.539558907305171,0.0304276508423174,0.448054041950475
6084005,0,0.447792999667965,0.538767255593351,0.0304005486625187,0.447787315023718
6087605,0,0.447526382609755,0.538026602469185,0.0303769731869138,0.447520300863395
6091205,0,0.447261327373613,0.53724830216304,0.0303512935336661,0.447254237561067
6094805,0,0.446993523422639,0.536533318737534,0.0303291905780893,0.446984807881355
6098405,0,0.446721426416128,0.535752693660745,0.0303030059195547,0.446712932350392
6102005,0,0.44644709179473,0.53505567218674,0.0302828301227576,0.446437184910972
6105605,0,0.446164073534637,0.534327670686643,0.0302608566928087,0.446157108746834
6109205,0,0.445878281717769,0.533693655732122,0.0302445239969381,0.445871866974263
6112805,0,0.44558955901183,0.533051749805182,0.0302289457158228,0.445582948152486
6116405,0,0.445291378426684,0.53253618116716,0.0302191416657907,0.44528253769024
6120005,0,0.444985338127239,0.531931077876612,0.0302054564488178,0.444977326061509
6123605,0,0.444667719642869,0.531283285237239,0.0301899228133529,0.444661526773785
6127205,0,0.444341028329385,0.530742272326386,0.0301815650740829,0.444337483652959
6130805,0,0.444008237859205,0.530044413785378,0.03016465280382,0.444005380068938
6134405,0,0.443666156042834,0.529563703352417,0.0301607446162709,0.443664595597222
6138005,0,0.44332011285685,0.529106948954461,0.0301592031889658,0.443314941812592
6141605,0,0.442975051847631,0.52870668188919,0.0301588735795015,0.44296540567883
6145205,0,0.442626134817034,0.528275560865353,0.0301578394746193,0.442613898893026
6148805,0,0.442277672301961,0.527832787142332,0.0301561835659245,0.442262641655742
6152405,0,0.441920858754189,0.527374626236769,0.0301539736278101,0.441908419248921
6156005,0,0.441563826229302,0.526916711590228,0.030152308716759,0.441553093405636
6159605,0,0.441200813697032,0.526551363627045,0.03015621220574,0.441192109290908
6163205,0,0.440838436934452,0.526180350637967,0.030159462419383,0.440828181606606
6166805,0,0.440471807599499,0.525775548881059,0.0301609012230264,0.440460113622804
6170405,0,0.440102795738334,0.525340866983803,0.0301612210822084,0.440088231177259
6174005,0,0.439730650572276,0.524742223585583,0.0301512595540613,0.43971882353611
6177605,0,0.439353185458423,0.524048692088299,0.0301383768181685,0.439342515211966
6181205,0,0.438973616968174,0.523158288137073,0.0301133773290474,0.438964109669181
6184805,0,0.438589505162831,0.522096571772924,0.0300786266823979,0.438582203553493
6188405,0,0.438201431711853,0.520922869968285,0.0300376039382808,0.438194482359812
6192005,0,0.437822525857394,0.519916455066926,0.0300062829399289,0.437812475965142
6195605,0,0.437434336201334,0.519160328456859,0.0299887944487345,0.43742505156416
6199205,0,0.437043403350871,0.518542065233182,0.0299791914093862,0.437031003786956
6202805,0,0.436648102367006,0.518108587237802,0.0299817410428044,0.436635941087183
6206405,0,0.43624677896044,0.517832039957735,0.0299932533161736,0.436236443776912
6210005,0,0.435844601727141,0.517656634089515,0.0300108504146162,0.435833566302047
6213605,0,0.435435530855051,0.51756082490666,0.0300334317310401,0.43542684219528
6217205,0,0.435024455146266,0.517378545687363,0.0300516024937651,0.435018965477664
6220805,0,0.434611318936438,0.517150706412107,0.0300671503140326,0.434604261792675
6224405,0,0.434192365571953,0.517009894327656,0.0300883655483559,0.434186043747571
6228005,0,0.433773449930416,0.516778969603126,0.0301040172910708,0.433766339900682
6231605,0,0.433347469976749,0.516692344119014,0.03012812235183,0.433340881271871
6235205,0,0.432918592716634,0.516491213531137,0.0301461127168348,0.432912197814379
6238805,0,0.432488000902513,0.516256870026246,0.0301618801636168,0.432480925118638
6242405,0,0.432058037497508,0.516133853761938,0.0301847970312326,0.432048531522634
6246005,0,0.431629637294679,0.515925541598568,0.030202544145503,0.431617013414536
6249605,0,0.431195768644448,0.515781510518734,0.0302250382191322,0.431182276452215
6253205,0,0.430760940359214,0.515607994595032,0.0302456796151986,0.430745302744677
6256805,0,0.430320674909022,0.515358037947584,0.0302619472980504,0.430305000804375
6260405,0,0.429879153100637,0.515095683947855,0.0302779744537122,0.429863231445235
6264005,0,0.42943795791778,0.514816622261669,0.0302920636336163,0.429421598579485
